ID1,ID2,lat,long,el
286,42997606,31.093405,-91.169777,86
287,42997607,31.092915,-91.160355,85
288,42997608,31.092424,-91.150932,76
289,42997609,31.091932,-91.14151,76
290,42997610,31.091439,-91.132088,80
291,42990316,31.105387,-91.244614,106
292,42990317,31.104907,-91.235184,91
293,42990318,31.104426,-91.225761,91
294,42990319,31.103944,-91.216331,101
295,42990320,31.10346,-91.206909,91
296,42990321,31.102975,-91.197487,76
297,42990322,31.102489,-91.188065,72
298,42990323,31.102002,-91.178635,68
299,42990324,31.101514,-91.169212,71
300,42990325,31.101024,-91.15979,60
301,42990326,31.100533,-91.15036,91
302,42990327,31.100041,-91.140938,91
303,42990328,31.099548,-91.131516,76
304,42983034,31.113498,-91.244057,91
305,42983035,31.113018,-91.234627,91
306,42983036,31.112536,-91.225197,91
307,42983037,31.112054,-91.215775,87
308,42983038,31.11157,-91.206345,93
309,42983039,31.111085,-91.196922,91
310,42983040,31.110599,-91.187492,76
311,42983041,31.110112,-91.17807,91
312,42983042,31.109623,-91.16864,76
313,42983043,31.109134,-91.159218,60
314,42983044,31.108643,-91.149796,106
315,42983045,31.108151,-91.140366,91
316,42983046,31.107657,-91.130943,91
317,42975753,31.121129,-91.23407,70
318,42975754,31.120647,-91.22464,72
319,42975755,31.120165,-91.21521,78
320,42975756,31.119681,-91.205788,91
321,42975757,31.119196,-91.196358,75
322,42975758,31.11871,-91.186928,91
323,42975759,31.118222,-91.177505,86
324,42975760,31.117734,-91.168076,57
325,42975761,31.117244,-91.158646,76
326,42975762,31.116753,-91.149223,107
327,42975763,31.116261,-91.139793,91
328,42975764,31.115767,-91.130371,103
329,42968471,31.12924,-91.233513,75
330,42968472,31.128758,-91.224083,71
331,42968473,31.128276,-91.214653,60
332,42968474,31.127792,-91.205223,63
333,42968475,31.127307,-91.195793,70
334,42968476,31.12682,-91.186363,76
335,42968477,31.126333,-91.176933,62
336,42968478,31.125844,-91.167503,62
337,42968479,31.125354,-91.158081,76
338,42968480,31.124863,-91.148651,107
339,42968481,31.124371,-91.139221,109
340,42968482,31.123877,-91.129791,109
341,42968483,31.123383,-91.120369,104
342,42961190,31.13687,-91.223518,75
343,42961191,31.136387,-91.214088,75
344,42961192,31.135903,-91.204659,76
345,42961193,31.135418,-91.195229,65
346,42961194,31.134932,-91.185799,51
347,42961195,31.134444,-91.176369,60
348,42961196,31.133955,-91.166939,105
349,42961197,31.133465,-91.157509,106
350,42961198,31.132974,-91.148079,76
351,42961199,31.132482,-91.138649,106
352,42961200,31.131988,-91.129219,116
353,42961201,31.131493,-91.119789,121
354,42953908,31.144982,-91.222961,72
355,42953909,31.1445,-91.213524,74
356,42953910,31.144015,-91.204094,74
357,42953911,31.14353,-91.194664,60
358,42953912,31.143044,-91.185234,55
359,42953913,31.142556,-91.175797,60
360,42953914,31.142067,-91.166367,68
361,42953915,31.141577,-91.156937,106
362,42953916,31.141086,-91.147507,106
363,42953917,31.140593,-91.138077,97
364,42953918,31.140099,-91.128647,117
365,42953919,31.139604,-91.119217,121
366,42946627,31.152612,-91.212967,60
367,42946628,31.152128,-91.203529,51
368,42946629,31.151643,-91.194099,45
369,42946630,31.151156,-91.184662,59
370,42946631,31.150668,-91.175232,76
371,42946632,31.150179,-91.165802,67
372,42946633,31.149689,-91.156364,100
373,42946634,31.149198,-91.146935,108
374,42946635,31.148705,-91.137505,114
375,42946636,31.148211,-91.128067,116
376,42946637,31.147716,-91.118637,121
377,42939345,31.160725,-91.212402,47
378,42939346,31.160241,-91.202965,44
379,42939347,31.159756,-91.193535,45
380,42939348,31.159269,-91.184097,91
381,42939349,31.158781,-91.174667,84
382,42939350,31.158292,-91.16523,67
383,42939351,31.157801,-91.155792,64
384,42939352,31.15731,-91.146362,76
385,42939353,31.156817,-91.136932,90
386,42939354,31.156323,-91.127495,106
387,42939355,31.155828,-91.118065,91
388,42932064,31.168355,-91.2024,43
389,42932065,31.167869,-91.19297,44
390,42932066,31.167382,-91.183533,93
391,42932067,31.166894,-91.174095,96
392,42932068,31.166405,-91.164658,88
393,42932069,31.165915,-91.155228,82
394,42932070,31.165423,-91.14579,77
395,42932071,31.16493,-91.136353,72
396,42932072,31.164436,-91.126923,74
397,42932073,31.163941,-91.117485,81
398,42924782,31.176469,-91.201836,42
399,42924783,31.175983,-91.192398,45
400,42924784,31.175496,-91.182968,60
401,42924785,31.175008,-91.173531,60
402,42924786,31.174519,-91.164093,106
403,42924787,31.174028,-91.154655,91
404,42924788,31.173536,-91.145218,91
405,42924789,31.173043,-91.13578,75
406,42924790,31.172549,-91.126343,91
407,42924791,31.172054,-91.116905,77
408,42917501,31.184097,-91.191833,65
409,42917502,31.18361,-91.182396,74
410,42917503,31.183122,-91.172958,60
411,42917504,31.182633,-91.163521,79
412,42917505,31.182142,-91.154083,93
413,42917506,31.18165,-91.144646,106
414,42917507,31.181157,-91.135208,76
415,42917508,31.180663,-91.125771,101
416,42910219,31.192212,-91.191269,67
417,42910220,31.191725,-91.181831,76
418,42910221,31.191237,-91.172394,81
419,42910222,31.190747,-91.162949,76
420,42910223,31.190257,-91.153511,106
421,42910224,31.189765,-91.144073,106
422,42910225,31.189272,-91.134636,91
423,42910226,31.188777,-91.125191,106
424,42902938,31.199841,-91.181259,76
425,42902939,31.199352,-91.171822,106
426,42902940,31.198863,-91.162384,93
427,42902941,31.198372,-91.152939,94
428,42902942,31.19788,-91.143501,106
429,42902943,31.197386,-91.134056,106
430,42895656,31.207956,-91.180695,76
431,42895657,31.207468,-91.171249,103
432,42895658,31.206978,-91.161812,106
433,42895659,31.206487,-91.152367,92
434,42895660,31.205995,-91.142929,109
435,42895661,31.205502,-91.133484,106
436,42888374,31.216073,-91.18013,75
437,42888375,31.215584,-91.170685,76
438,42888376,31.215094,-91.16124,101
439,42888377,31.214603,-91.151794,103
440,42888378,31.214111,-91.142349,107
441,42881093,31.223701,-91.170113,76
442,42881094,31.223211,-91.160667,104
443,42881095,31.22272,-91.151222,79
444,42881096,31.222227,-91.141777,101
445,42873811,31.231818,-91.169548,61
446,42873812,31.231328,-91.160095,60
447,42873813,31.230837,-91.15065,78
448,42873814,31.230344,-91.141205,91
449,42866529,31.239936,-91.168976,67
450,42866530,31.239446,-91.159531,74
451,42866531,31.238954,-91.150078,91
452,42866532,31.238462,-91.140633,91
453,42859247,31.248054,-91.168404,86
454,42859248,31.247564,-91.158958,76
455,42859249,31.247072,-91.149506,76
456,42859250,31.24658,-91.14006,109
457,42851966,31.255682,-91.158386,91
458,42851967,31.255191,-91.148933,96
459,42851968,31.254698,-91.139481,101
460,42844684,31.263802,-91.157814,103
461,42844685,31.26331,-91.148361,94
462,42844686,31.262817,-91.138908,91
463,42844687,31.262323,-91.129456,87
464,42837402,31.271921,-91.157242,76
465,42837403,31.271429,-91.147789,81
466,42837404,31.270936,-91.138336,91
467,42837405,31.270442,-91.128883,75
468,42830120,31.280041,-91.15667,88
469,42830121,31.279549,-91.147217,76
470,42830122,31.279056,-91.137756,69
471,42830123,31.278562,-91.128304,63
472,42822839,31.28767,-91.146637,76
473,42822840,31.287177,-91.137184,76
474,42822841,31.286682,-91.127731,59
475,42815557,31.295791,-91.146065,74
476,42815558,31.295298,-91.136612,75
477,42815559,31.294803,-91.127151,61
478,42808275,31.303912,-91.145493,45
479,42808276,31.303419,-91.136032,67
480,42808277,31.302924,-91.126579,61
481,42808278,31.302429,-91.117119,60
482,42800993,31.312034,-91.14492,45
483,42800994,31.311541,-91.13546,58
484,42800995,31.311046,-91.125999,58
485,42800996,31.31055,-91.116539,46
486,42793711,31.320157,-91.144348,45
487,42793712,31.319663,-91.13488,46
488,42793713,31.319168,-91.12542,45
489,42793714,31.318672,-91.115959,43
490,42786429,31.32828,-91.143768,42
