ID1,ID2,Latitude,Longitude,Elevation,Tmax_wt,Tmax_sp,Tmax_sm,Tmax_at,Tmin_wt,Tmin_sp,Tmin_sm,Tmin_at,Tave_wt,Tave_sp,Tave_sm,Tave_at,PPT_wt,PPT_sp,PPT_sm,PPT_at,Rad_wt,Rad_sp,Rad_sm,Rad_at,DD_0_wt,DD_0_sp,DD_0_sm,DD_0_at,DD5_wt,DD5_sp,DD5_sm,DD5_at,DD_18_wt,DD_18_sp,DD_18_sm,DD_18_at,DD18_wt,DD18_sp,DD18_sm,DD18_at,NFFD_wt,NFFD_sp,NFFD_sm,NFFD_at,PAS_wt,PAS_sp,PAS_sm,PAS_at,Eref_wt,Eref_sp,Eref_sm,Eref_at,CMD_wt,CMD_sp,CMD_sm,CMD_at,RH_wt,RH_sp,RH_sm,RH_at
10,43172370,30.90087,-91.220924,51,21.2,32.5,41.2,30.6,8.5,19.6,28.6,18.1,14.9,26,34.9,24.4,463,345,241,334,15.3,25,21.7,15.1,4,0,0,0,891,1916,2742,1753,348,24,0,63,74,740,1542,632,86,92,92,91,0,0,0,0,211,489,636,347,0,166,395,73,61,63,66,64
11,43172371,30.900388,-91.211533,46,21.2,32.5,41.2,30.7,8.5,19.6,28.6,18.1,14.9,26,34.9,24.4,463,345,242,334,15.2,24.9,21.7,15,4,0,0,0,893,1917,2743,1755,347,24,0,63,75,741,1543,634,86,92,92,91,0,0,0,0,211,489,636,347,0,167,394,73,61,63,66,64
12,43165078,30.913726,-91.314293,73,21.1,32.4,41.2,30.6,8.4,19.5,28.5,17.9,14.7,25.9,34.8,24.2,463,345,238,335,15.8,25.1,21.8,15.2,4,0,0,0,880,1907,2737,1744,357,25,0,66,72,732,1537,625,86,92,92,91,0,0,0,0,210,488,636,347,0,167,398,73,61,63,66,64
13,43165079,30.913255,-91.304901,70,21.1,32.4,41.2,30.6,8.4,19.5,28.5,18,14.7,26,34.9,24.3,463,345,238,335,15.7,25.1,21.8,15.2,4,0,0,0,880,1908,2737,1745,356,25,0,66,72,733,1538,626,86,92,92,91,0,0,0,0,209,488,636,347,0,167,398,73,61,63,66,64
14,43165080,30.912784,-91.295509,65,21.1,32.4,41.2,30.6,8.4,19.5,28.5,18,14.8,26,34.9,24.3,463,345,239,335,15.7,25.1,21.8,15.2,4,0,0,0,882,1909,2738,1746,355,25,0,65,73,734,1539,627,86,92,92,91,0,0,0,0,210,488,636,347,0,167,398,73,61,63,66,64
15,43165081,30.912311,-91.28611,45,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.9,26,34.9,24.3,462,345,239,334,15.6,25.1,21.8,15.2,4,0,0,0,890,1915,2741,1751,348,24,0,64,74,739,1541,631,86,92,92,91,0,0,0,0,211,489,637,347,0,167,398,73,61,63,66,64
16,43165082,30.911837,-91.276718,60,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,346,239,334,15.6,25.1,21.8,15.2,4,0,0,0,885,1911,2739,1748,353,25,0,65,73,736,1540,629,86,92,92,91,0,0,0,0,210,488,636,347,0,166,397,74,61,63,66,64
17,43165083,30.911362,-91.267326,59,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,346,240,334,15.6,25.1,21.8,15.2,4,0,0,0,886,1913,2740,1749,352,25,0,64,73,737,1541,630,86,92,92,91,0,0,0,0,210,488,636,347,0,166,397,74,61,63,66,64
18,43165084,30.910885,-91.257935,45,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,346,240,334,15.3,25,21.8,15,4,0,0,0,890,1915,2742,1752,349,24,0,64,74,740,1542,632,86,92,92,91,0,0,0,0,210,489,636,347,0,166,396,74,61,63,66,64
19,43165085,30.910408,-91.248543,53,21.2,32.5,41.2,30.6,8.5,19.6,28.6,18.1,14.8,26,34.9,24.3,463,346,240,334,15.5,25,21.8,15.1,4,0,0,0,890,1915,2742,1753,349,24,0,64,74,739,1543,632,86,92,92,91,0,0,0,0,210,489,636,347,0,166,396,74,61,63,66,64
20,43165086,30.909929,-91.239151,61,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,346,241,334,15.6,25,21.8,15.1,4,0,0,0,889,1915,2742,1752,350,24,0,64,74,739,1542,632,86,92,92,91,0,0,0,0,210,488,636,347,0,166,396,74,61,63,66,64
21,43165087,30.909449,-91.229759,61,21.2,32.5,41.2,30.6,8.4,19.5,28.5,18,14.8,26,34.9,24.3,463,347,241,334,15.4,25,21.8,15.1,4,0,0,0,886,1912,2739,1749,352,25,0,64,73,736,1540,629,86,92,92,91,0,0,0,0,210,489,637,347,0,166,395,73,61,63,66,64
22,43165088,30.908968,-91.220367,56,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,347,242,334,15.3,24.9,21.7,15,4,0,0,0,887,1913,2740,1750,351,25,0,64,74,738,1541,630,86,92,92,91,0,0,0,0,210,489,637,347,0,166,395,73,61,63,66,64
23,43165089,30.908486,-91.210976,48,21.2,32.5,41.2,30.7,8.5,19.6,28.6,18.1,14.9,26,34.9,24.4,464,346,242,334,15.2,24.9,21.7,15,4,0,0,0,891,1916,2742,1753,348,24,0,63,74,740,1543,633,86,92,92,91,0,0,0,0,211,489,636,347,0,166,394,73,61,63,66,64
24,43157792,30.923695,-91.351326,69,21,32.4,41.2,30.6,8.4,19.5,28.6,18,14.7,26,34.9,24.3,462,344,238,336,15.8,25.2,21.8,15.3,4,0,0,0,880,1910,2741,1746,357,25,0,65,72,735,1542,627,86,92,92,91,0,0,0,0,209,487,635,346,0,166,398,72,61,64,66,64
25,43157793,30.923229,-91.341934,65,21,32.4,41.2,30.6,8.4,19.5,28.6,18,14.7,26,34.9,24.3,463,344,238,336,15.8,25.1,21.8,15.3,4,0,0,0,880,1910,2741,1746,357,25,0,65,72,735,1541,627,86,92,92,91,0,0,0,0,209,487,636,346,0,167,398,72,61,64,66,64
26,43157794,30.922762,-91.332535,76,21,32.4,41.2,30.5,8.4,19.5,28.5,17.9,14.7,25.9,34.9,24.2,463,345,238,336,15.8,25.1,21.8,15.2,4,0,0,0,877,1907,2737,1743,359,25,0,66,71,732,1538,625,86,92,92,91,0,0,0,0,209,487,636,346,0,166,398,72,61,63,66,64
27,43157795,30.922294,-91.323143,70,21,32.4,41.2,30.6,8.4,19.5,28.5,18,14.7,26,34.9,24.3,463,345,238,336,15.8,25.1,21.8,15.2,4,0,0,0,880,1908,2738,1745,357,25,0,66,72,733,1539,626,86,92,92,91,0,0,0,0,209,487,636,347,0,167,398,72,61,63,66,64
28,43157796,30.921825,-91.313744,60,21.1,32.4,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,345,238,335,15.7,25.1,21.8,15.2,4,0,0,0,883,1911,2740,1747,354,25,0,65,73,736,1540,628,86,92,92,91,0,0,0,0,209,488,636,347,0,167,398,73,61,63,66,64
29,43157797,30.921354,-91.304352,60,21.1,32.5,41.2,30.6,8.5,19.5,28.5,18,14.8,26,34.9,24.3,463,346,238,335,15.7,25.1,21.8,15.2,4,0,0,0,884,1910,2739,1747,354,25,0,65,73,735,1539,628,86,92,92,91,0,0,0,0,210,488,636,347,0,167,397,73,61,63,66,64
30,43157798,30.920883,-91.29496,60,21.1,32.5,41.2,30.6,8.5,19.5,28.5,18,14.8,26,34.9,24.3,463,346,239,335,15.7,25.1,21.8,15.2,4,0,0,0,884,1910,2739,1747,353,25,0,65,73,735,1539,628,86,92,92,91,0,0,0,0,210,488,636,347,0,167,397,73,61,63,66,64
31,43157799,30.92041,-91.285561,45,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.9,26,34.9,24.3,462,347,239,335,15.6,25.1,21.8,15.2,4,0,0,0,891,1915,2741,1752,348,24,0,64,74,739,1542,631,86,92,92,91,0,0,0,0,210,489,637,347,0,167,398,74,61,63,66,64
32,43157800,30.919936,-91.276169,60,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,347,239,334,15.6,25.1,21.8,15.2,4,0,0,0,885,1911,2740,1748,353,25,0,65,73,736,1540,629,86,92,92,91,0,0,0,0,210,488,636,347,0,166,397,74,61,63,66,64
33,43157801,30.91946,-91.266777,60,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,347,240,334,15.6,25.1,21.8,15.2,4,0,0,0,886,1912,2740,1749,352,25,0,65,73,736,1540,629,86,92,92,91,0,0,0,0,210,488,636,347,0,166,396,74,61,63,66,64
34,43157802,30.918984,-91.257385,48,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,347,240,334,15.4,25,21.8,15.1,4,0,0,0,890,1915,2742,1752,349,24,0,64,74,739,1543,632,86,92,92,91,0,0,0,0,210,489,636,347,0,166,396,74,61,63,66,64
35,43157803,30.918506,-91.247986,53,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,347,240,334,15.5,25,21.8,15.1,4,0,0,0,889,1914,2742,1752,350,24,0,64,74,739,1542,631,86,92,92,91,0,0,0,0,210,488,636,347,0,166,396,74,61,63,66,64
36,43157804,30.918027,-91.238594,62,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,347,241,334,15.6,25,21.8,15.2,4,0,0,0,886,1912,2740,1750,352,25,0,64,73,737,1541,630,86,92,92,91,0,0,0,0,210,488,636,347,0,166,396,74,61,63,66,64
37,43157805,30.917547,-91.229202,62,21.1,32.5,41.2,30.6,8.4,19.5,28.5,18,14.8,26,34.9,24.3,464,348,241,334,15.5,25,21.8,15.1,4,0,0,0,883,1910,2738,1747,354,25,0,65,73,735,1539,628,86,92,92,91,0,0,0,0,210,489,637,347,0,166,396,73,61,63,66,64
38,43157806,30.917066,-91.21981,60,21.1,32.5,41.2,30.6,8.4,19.5,28.5,18,14.8,26,34.9,24.3,464,348,242,335,15.4,24.9,21.7,15.1,4,0,0,0,884,1910,2739,1748,353,25,0,64,73,735,1539,628,86,92,92,91,0,0,0,0,210,489,637,347,0,166,395,73,61,63,66,64
39,43157807,30.916584,-91.210419,50,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,465,348,242,334,15.3,24.9,21.7,15,4,0,0,0,890,1915,2742,1752,349,24,0,63,74,739,1543,632,86,92,92,91,0,0,0,0,210,489,636,347,0,166,394,73,61,63,66,64
40,43150509,30.93226,-91.360184,85,21,32.4,41.2,30.5,8.4,19.4,28.5,17.9,14.7,25.9,34.9,24.2,463,346,238,337,15.7,25.1,21.8,15.3,4,0,0,0,875,1905,2738,1741,361,25,0,66,71,731,1538,624,86,92,92,91,0,0,0,0,209,487,636,346,0,166,398,72,61,63,66,64
41,43150510,30.931795,-91.350784,76,21,32.4,41.2,30.5,8.4,19.5,28.6,18,14.7,25.9,34.9,24.3,463,345,238,336,15.7,25.1,21.8,15.2,4,0,0,0,877,1908,2740,1744,359,25,0,66,71,733,1541,626,86,92,92,91,0,0,0,0,209,487,635,346,0,166,398,72,61,64,66,64
42,43150511,30.931329,-91.341393,91,21,32.4,41.2,30.5,8.3,19.4,28.5,17.9,14.7,25.9,34.8,24.2,463,346,238,337,15.7,25.1,21.8,15.2,4,0,0,0,873,1903,2736,1740,362,25,0,67,71,729,1537,623,86,92,92,91,0,0,0,0,209,487,635,346,0,166,399,72,61,63,66,64
43,43150512,30.930862,-91.331993,80,21,32.4,41.2,30.5,8.4,19.4,28.5,17.9,14.7,25.9,34.9,24.2,463,346,238,336,15.7,25.1,21.8,15.2,4,0,0,0,876,1905,2737,1742,360,25,0,66,71,731,1538,624,86,92,92,91,0,0,0,0,209,487,636,346,0,166,399,72,61,63,66,64
44,43150513,30.930394,-91.322601,60,21.1,32.4,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,346,238,336,15.7,25.1,21.8,15.2,4,0,0,0,882,1911,2741,1747,355,25,0,65,72,736,1541,628,86,92,92,91,0,0,0,0,209,487,636,347,0,167,399,73,61,64,66,64
45,43150514,30.929924,-91.313202,76,21,32.4,41.2,30.5,8.4,19.5,28.5,17.9,14.7,25.9,34.9,24.2,463,347,238,336,15.7,25.1,21.8,15.2,4,0,0,0,878,1907,2738,1743,358,25,0,66,72,732,1538,625,86,92,92,91,0,0,0,0,209,487,636,346,0,166,398,73,61,63,66,64
46,43150515,30.929454,-91.303802,76,21,32.4,41.2,30.5,8.4,19.5,28.5,17.9,14.7,25.9,34.9,24.2,464,347,239,336,15.7,25.1,21.8,15.2,4,0,0,0,878,1907,2738,1743,358,25,0,66,72,732,1538,625,86,92,92,91,0,0,0,0,209,487,636,346,0,165,398,73,61,63,66,64
47,43150516,30.928982,-91.294411,49,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,347,239,335,15.6,25.1,21.8,15.2,4,0,0,0,888,1913,2740,1749,350,24,0,64,74,737,1541,630,86,92,92,91,0,0,0,0,210,489,637,347,0,167,398,74,61,63,66,64
48,43150517,30.928509,-91.285011,60,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,348,239,335,15.7,25.1,21.8,15.2,4,0,0,0,885,1911,2740,1748,353,25,0,65,73,736,1540,628,86,92,92,91,0,0,0,0,210,488,636,347,0,166,398,74,61,63,66,64
49,43150518,30.928035,-91.27562,76,21,32.4,41.2,30.5,8.4,19.5,28.5,17.9,14.7,25.9,34.9,24.2,465,348,239,335,15.7,25.1,21.8,15.2,4,0,0,0,878,1906,2737,1743,358,25,0,66,72,732,1538,625,86,92,92,91,0,0,0,0,209,487,636,346,0,165,397,74,61,63,66,64
50,43150519,30.927559,-91.26622,60,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,348,240,334,15.6,25,21.8,15.2,4,0,0,0,885,1911,2740,1748,353,25,0,65,73,736,1541,629,86,92,92,91,0,0,0,0,210,488,636,347,0,166,397,74,61,63,66,64
51,43150520,30.927083,-91.256828,52,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,348,240,334,15.4,25,21.8,15.1,4,0,0,0,888,1913,2741,1750,350,24,0,64,74,738,1542,630,86,92,92,91,0,0,0,0,210,488,636,347,0,166,397,74,61,63,66,64
52,43150521,30.926605,-91.247437,47,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,463,348,240,334,15.3,25,21.8,15,4,0,0,0,889,1915,2742,1752,349,24,0,64,74,739,1543,632,86,92,92,91,0,0,0,0,210,489,636,347,0,166,396,75,61,63,66,64
53,43150522,30.926126,-91.238037,62,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,465,349,240,334,15.6,25,21.8,15.2,4,0,0,0,885,1911,2740,1749,352,25,0,65,73,736,1541,629,86,92,92,91,0,0,0,0,210,488,636,347,0,165,396,74,61,63,66,64
54,43150523,30.925646,-91.228645,66,21.1,32.4,41.2,30.6,8.4,19.4,28.5,18,14.7,25.9,34.8,24.3,465,350,241,335,15.5,25,21.8,15.1,4,0,0,0,880,1908,2737,1745,356,25,0,65,72,733,1537,626,86,92,92,91,0,0,0,0,210,488,637,347,0,164,396,73,61,63,66,64
55,43150524,30.925165,-91.219254,60,21.1,32.5,41.2,30.6,8.4,19.5,28.5,18,14.8,26,34.9,24.3,465,349,241,335,15.4,25,21.8,15.1,4,0,0,0,884,1910,2739,1748,353,25,0,65,73,735,1540,629,86,92,92,91,0,0,0,0,210,489,637,347,0,165,395,73,61,63,66,64
56,43150525,30.924682,-91.209854,54,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,465,349,241,335,15.3,24.9,21.7,15.1,4,0,0,0,888,1913,2741,1751,351,25,0,64,74,737,1542,631,86,92,92,91,0,0,0,0,210,489,637,347,0,166,395,73,61,63,66,64
57,43143227,30.94036,-91.359642,64,21,32.4,41.2,30.6,8.5,19.6,28.7,18,14.7,26,34.9,24.3,462,344,237,336,15.6,25.1,21.8,15.2,4,0,0,0,881,1912,2746,1749,356,25,0,65,72,737,1546,629,86,92,92,91,0,0,0,0,209,486,635,346,0,166,397,71,62,64,67,64
58,43143228,30.939896,-91.35025,76,21,32.4,41.2,30.5,8.4,19.5,28.6,18,14.7,25.9,34.9,24.2,463,346,238,336,15.6,25.1,21.8,15.2,4,0,0,0,877,1908,2741,1744,359,25,0,66,71,733,1541,626,86,92,92,91,0,0,0,0,209,487,635,346,0,166,398,72,61,64,66,64
59,43143229,30.93943,-91.340851,79,21,32.4,41.2,30.5,8.4,19.5,28.6,17.9,14.7,25.9,34.9,24.2,463,346,238,336,15.6,25.1,21.8,15.2,4,0,0,0,876,1906,2739,1742,360,25,0,66,71,731,1539,625,86,92,92,91,0,0,0,0,209,487,636,346,0,166,397,72,61,63,66,64
60,43143230,30.938962,-91.331451,76,21,32.4,41.2,30.5,8.4,19.5,28.5,17.9,14.7,25.9,34.9,24.2,463,346,238,336,15.6,25,21.8,15.2,4,0,0,0,877,1907,2739,1743,359,25,0,66,71,732,1539,625,86,92,92,91,0,0,0,0,209,487,636,346,0,166,398,73,61,63,66,64
61,43143231,30.938494,-91.322052,75,21,32.4,41.2,30.5,8.4,19.5,28.5,17.9,14.7,25.9,34.9,24.2,463,347,238,336,15.7,25.1,21.8,15.2,4,0,0,0,878,1907,2739,1743,359,25,0,66,71,732,1539,625,86,92,92,91,0,0,0,0,209,487,636,346,0,166,398,73,61,63,66,64
62,43143232,30.938025,-91.31266,78,21,32.4,41.2,30.5,8.4,19.4,28.5,17.9,14.7,25.9,34.9,24.2,464,348,238,336,15.7,25.1,21.8,15.2,4,0,0,0,877,1906,2738,1743,359,25,0,66,71,731,1538,625,86,92,92,91,0,0,0,0,209,487,636,346,0,166,398,73,61,63,66,64
63,43143233,30.937554,-91.303261,67,21.1,32.4,41.2,30.6,8.4,19.5,28.6,18,14.8,26,34.9,24.3,464,348,239,336,15.7,25.1,21.8,15.2,4,0,0,0,882,1909,2739,1745,355,25,0,65,72,734,1540,627,86,92,92,91,0,0,0,0,210,488,636,347,0,165,398,73,61,63,66,64
64,43143234,30.937082,-91.293861,56,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,348,239,335,15.7,25.1,21.8,15.3,4,0,0,0,886,1912,2740,1748,352,25,0,65,73,736,1541,629,86,92,92,91,0,0,0,0,210,488,637,347,0,166,398,74,61,63,66,64
65,43143235,30.936609,-91.284462,74,21.1,32.4,41.2,30.6,8.4,19.5,28.5,17.9,14.7,25.9,34.9,24.3,464,349,239,335,15.7,25.1,21.8,15.3,4,0,0,0,880,1907,2739,1744,357,25,0,66,72,733,1539,626,86,92,92,91,0,0,0,0,209,487,636,346,0,165,397,74,61,63,66,64
66,43143236,30.936135,-91.27507,60,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,349,239,335,15.6,25.1,21.8,15.2,4,0,0,0,885,1911,2740,1747,353,25,0,65,73,735,1540,628,86,92,92,91,0,0,0,0,210,488,636,347,0,165,397,74,61,63,66,64
67,43143237,30.935659,-91.265671,65,21.1,32.4,41.2,30.6,8.4,19.5,28.6,18,14.8,26,34.9,24.3,465,350,240,335,15.6,25,21.8,15.2,4,0,0,0,883,1909,2739,1746,354,25,0,65,73,734,1540,628,86,92,92,91,0,0,0,0,210,488,636,347,0,165,396,74,61,63,66,64
68,43143238,30.935182,-91.256271,55,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,349,240,334,15.5,25,21.8,15.1,4,0,0,0,886,1912,2741,1749,352,25,0,65,73,736,1541,630,86,92,92,91,0,0,0,0,210,488,636,347,0,166,397,74,61,63,66,64
69,43143239,30.934705,-91.24688,45,21.2,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,349,240,334,15.3,25,21.8,15.1,4,0,0,0,890,1915,2742,1751,349,24,0,64,74,739,1543,631,86,92,92,91,0,0,0,0,210,489,637,347,0,166,397,75,61,63,66,64
70,43143240,30.934225,-91.23748,62,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,465,350,240,335,15.5,25,21.8,15.1,4,0,0,0,884,1910,2740,1748,353,25,0,65,73,735,1541,629,86,92,92,91,0,0,0,0,210,488,636,347,0,165,396,75,61,63,66,64
71,43143241,30.933745,-91.228088,67,21.1,32.5,41.2,30.6,8.4,19.4,28.5,18,14.8,25.9,34.9,24.3,465,350,241,335,15.4,25,21.8,15.1,4,0,0,0,882,1908,2738,1745,355,25,0,65,73,733,1538,626,86,92,92,91,0,0,0,0,210,489,638,347,0,166,397,73,61,63,66,64
72,43143242,30.933264,-91.218689,61,21.1,32.5,41.2,30.6,8.4,19.5,28.5,18,14.8,26,34.9,24.3,465,350,241,335,15.4,25,21.8,15.1,4,0,0,0,885,1910,2740,1748,353,25,0,65,73,735,1540,629,86,92,92,91,0,0,0,0,210,489,637,347,0,165,397,74,61,63,66,64
73,43135946,30.947996,-91.349709,91,20.9,32.3,41.2,30.5,8.3,19.4,28.6,17.9,14.6,25.9,34.9,24.2,464,349,238,337,15.5,25,21.8,15.2,4,0,0,0,871,1902,2738,1739,364,26,0,67,70,728,1538,622,86,92,92,91,0,0,0,0,208,486,635,346,0,165,396,72,61,63,66,64
74,43135947,30.94753,-91.340309,89,21,32.4,41.2,30.5,8.3,19.4,28.5,17.9,14.6,25.9,34.9,24.2,464,349,238,337,15.5,25,21.8,15.1,4,0,0,0,872,1902,2737,1739,363,26,0,67,70,728,1538,622,86,92,92,91,0,0,0,0,209,486,635,346,0,165,397,72,61,63,66,64
75,43135948,30.947063,-91.33091,81,21,32.4,41.2,30.5,8.4,19.4,28.5,17.9,14.7,25.9,34.9,24.2,463,348,238,336,15.6,25,21.8,15.1,4,0,0,0,874,1905,2738,1741,361,25,0,67,71,730,1539,624,86,92,92,91,0,0,0,0,209,487,636,346,0,166,397,73,61,63,66,64
76,43135949,30.946595,-91.32151,76,21,32.4,41.2,30.5,8.4,19.5,28.6,17.9,14.7,25.9,34.9,24.2,464,348,238,336,15.6,25,21.8,15.2,4,0,0,0,877,1906,2739,1743,359,25,0,66,71,732,1539,625,86,92,92,91,0,0,0,0,209,487,636,346,0,166,397,73,61,63,66,64
77,43135950,30.946125,-91.312111,77,21,32.4,41.2,30.5,8.4,19.4,28.5,17.9,14.7,25.9,34.9,24.2,464,349,239,336,15.7,25.1,21.8,15.2,4,0,0,0,877,1906,2738,1743,359,25,0,66,71,731,1539,625,86,92,92,91,0,0,0,0,209,487,636,346,0,165,397,73,61,63,66,64
78,43135951,30.945654,-91.302711,61,21.1,32.5,41.2,30.6,8.4,19.5,28.6,18,14.8,26,34.9,24.3,464,349,239,336,15.7,25.1,21.8,15.2,4,0,0,0,884,1911,2740,1747,353,25,0,65,73,735,1541,628,86,92,92,91,0,0,0,0,210,488,636,347,0,165,398,73,61,63,66,64
79,43135952,30.945182,-91.293312,63,21.1,32.5,41.2,30.6,8.5,19.5,28.6,18,14.8,26,34.9,24.3,464,349,239,335,15.7,25.1,21.8,15.3,4,0,0,0,884,1910,2740,1747,353,25,0,65,73,735,1540,628,86,92,92,91,0,0,0,0,210,488,636,347,0,165,397,74,61,63,66,64
